category,maker,year,registrations
3W,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2016,389
3W,OM BALAJI AUTOMOBILES I P LTD,2016,340
3W,OM INDUSTRIES,2016,0
3W,OM PACKAGING,2016,0
3W,OM RAJ AUTOTECH LLP,2016,0
3W,OM. INDUSTRIES,2016,0
3W,OMEGA SALES & AGRO INDUSTRIES,2016,0
3W,OMEGA SEIKI PVT LTD,2016,0
LMV,OMEGA SEIKI PVT LTD,2016,0
2W,OMJAY EV LIMITED,2016,0
2W,ORIGINAL FUEL SYSTEM PVT LTD,2016,0
3W,ORIGINAL FUEL SYSTEM PVT LTD,2016,0
2W,OTHERS,2016,136
3W,OTHERS,2016,13401
LMV,OTHERS,2016,66
MMV,OTHERS,2016,1
2W,OZOTEC AUTOMOBILE PRIVATE LIMITED,2016,0
3W,PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,2016,0
3W,PACE AGRO PRIVATE LIMITED,2016,0
LMV,PACE AGRO PRIVATE LIMITED,2016,0
3W,PACE AGRO PVT LTD,2016,0
3W,PAL DIESAL PVT LTD,2016,0
3W,PANSEN ENGINEERING INDIA PVT LTD,2016,0
3W,PANTHER ELECTRIC VEHICLES,2016,0
3W,PARAG AGRO,2016,0
3W,PARAS INDUSTRIES,2016,0
LMV,PARAS INDUSTRIES,2016,0
3W,PARI E-VEHICLES,2016,6
3W,PARI METRO E RICKSHAW,2016,0
3W,PARVEEN AUTO,2016,0
3W,PASHUPATI NATH MOTORS PVT LTD,2016,0
3W,PASHUPATI VEHICLE PVT. LTD.,2016,1
3W,PASHUPATI VEHICLES PVT LTD,2016,0
3W,PATS MOTOR CORP,2016,1
LMV,PCA AUTOMOBILES INDIA PVT LTD,2016,0
2W,PIAGGIO VEHICLES PVT LTD,2016,7
3W,PIAGGIO VEHICLES PVT LTD,2016,4
LMV,PIAGGIO VEHICLES PVT LTD,2016,0
3W,PILLING RIG,2016,0
LMV,PINNACLE MOBILITY SOLUTIONS PVT LTD,2016,0
3W,PLAUDIT TECHNO INDIA PVT LTD,2016,0
LMV,PMI ELECTRO MOBILITY SOLUTIONS PRIVATE LIMITED,2016,0
MMV,PMI ELECTRO MOBILITY SOLUTIONS PRIVATE LIMITED,2016,0
LMV,PONMALAR TRAILERS,2016,0
3W,POOSHPAK AUTOMOBILES PVT LTD,2016,0
2W,PORFITEL TECHNOLOGY (IMPORTER: AERORIDE),2016,0
3W,PORSCHE AG,2016,0
LMV,PORSCHE AG GERMANY,2016,0
2W,PORWAL ELECTRIC,2016,0
LMV,POWERLAND AGRO TRACTOR VEHICLES PVT LTD,2016,0
3W,PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,2016,0
3W,PRABHA AUTOMOTIVE ENGINEERS PVT LTD,2016,0
3W,PRAG MOTORS,2016,0
3W,PRAGYA AUTOMOBILE PVT LTD,2016,0
3W,PRAJAPATI ENG. WORKS,2016,0
3W,PRAJJWAL MAHAJAN TRADERS,2016,0
3W,PRAKASH ENTERPRISES,2016,0
3W,PREET TRACTORS PVT. LTD.,2016,0
3W,PREMIER LTD,2016,0
3W,PRESTANTIA CREATIONS PVT LTD,2016,0
3W,PRIDE E-MOTORS,2016,0
3W,PRIMA PVT LTD,2016,0
3W,PRIYAM INDUSTRIES AND ENGINEERING PVT LTD,2016,0
3W,PUBANG ETRON ELECTRIC MOTOR PVT LTD,2016,0
3W,PUNEET OVERSEAS  INC,2016,0
3W,PUNJAB BODY BUILDERS,2016,0
LMV,PUNJAB TRACTORS LIMITED,2016,1
2W,PUR ENERGY PVT LTD,2016,0
3W,PURVA UDYOG PVT LTD,2016,0
3W,PUSHKAR INDUSTRIES,2016,0
3W,PYTHOX MOTORS PVT LTD,2016,0
2W,QICHENG VEHICLE (IMPORTER: AUTOICARE INNOVATION),2016,0
2W,QOOKEE TECHNOLOGIES (IMPORTER:VIKEBIKE INDIA),2016,0
2W,QUANTUM ENERGY LTD.,2016,0
LMV,QUANTUM ENERGY LTD.,2016,0
LMV,R.N.A.I.P.LTD,2016,0
3W,R3 ENTERPRISES,2016,0
3W,RAAJ AUTOMOTIVE,2016,0
3W,RACCOON MOTORS PVT LTD,2016,0
3W,RACHANACREATIONS AUTO PVT LTD,2016,0
3W,RAFTAAR ELECTRIC GREEN VEHICLES PVT LTD,2016,0
3W,RAHUL AGRO EXPORTS PVT LTD,2016,0
2W,RAJ AUTOMOTIVE,2016,0
3W,RAJ AUTOMOTIVE,2016,0
3W,RAJA ARTS HITECH ENGINEERING,2016,0
3W,RAJESH STEEL AND WIRE INDUSTRIES,2016,0
LMV,RAJESH STEEL AND WIRE INDUSTRIES,2016,0
3W,RAJIV RAJ VEHICLES PVT LTD,2016,0
3W,RAJKAMAL MOTORS LTD,2016,0
3W,RAM JANKI ENG. WORK,2016,0
3W,RAMA INDUSTRIES,2016,0
3W,RAMON INDUSTRIES,2016,0
3W,RANA ENGINEER WORKS,2016,0
3W,RASANDIK ENGINEERING,2016,0
3W,RASANDIK ENGINEERING INDUSTRIES INDIA LTD,2016,0
3W,RASANDIK MOTORS PVT LTD,2016,0
3W,RASIWASIA RASAYAN PVT LTD,2016,0
LMV,RATHNA ENGINEERING COMPANY,2016,1
3W,RAVI METAL WORKS,2016,0
3W,RAYON ENGINEERS,2016,0
3W,RCJ AUTO FORGE PVT LTD,2016,0
3W,RD AND CO,2016,0
3W,RDS INDUSTRIES,2016,0
3W,REDDY AUTOMOTIVE PVT LTD,2016,0
3W,REEP INDUSTRIES PVT LTD,2016,0
LMV,REEP INDUSTRIES PVT LTD,2016,0
3W,REFLEX CONTROL SYSTEM PVT,2016,3
3W,REFLEX CONTROL SYSTEM PVT .LTD,2016,0
2W,REGENERATION E BIKES,2016,0
2W,RENAULT INDIA PVT LTD,2016,0
3W,RENAULT INDIA PVT LTD,2016,0
LMV,RENAULT INDIA PVT LTD,2016,1
3W,REPUBLIC MOTORS,2016,0
LMV,REPUBLIC MOTORS,2016,0
3W,REPUBLIC PVT.LTD.,2016,0
LMV,REVA ELECTRIC CAR CO,2016,1
2W,REVOLT INTELLICORP PVT LTD,2016,0
2W,RGM BUSINESS PLUS PVT LTD,2016,0
3W,RIBAND ELECTRIC PVT LTD,2016,0
3W,RICHFORD ALLIANZ PVT LTD,2016,0
2W,RIVER MOBILITY PVT LTD,2016,0
3W,RIYA ENTERPRISE,2016,0
3W,ROANSOME MOTORS,2016,0
3W,ROARLEO MOTOR PVT LTD,2016,0
LMV,ROLLS ROYCE,2016,0
LMV,ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),2016,0
LMV,ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD),2016,0
2W,ROWWET MOBILITY PVT LTD,2016,0
2W,ROYAL-ENFIELD (UNIT OF EICHER LTD),2016,34
3W,ROYAL-ENFIELD (UNIT OF EICHER LTD),2016,0
LMV,ROYAL-ENFIELD (UNIT OF EICHER LTD),2016,0
3W,ROYCE EV PVT LTD,2016,0
3W,RP MOTORS,2016,0
3W,RSD SECURITY SOLUTIONS PVT LTD,2016,101
3W,RUDRA AUTO INDUSTRIES,2016,0
3W,RUTBA PRODUCT PVT LTD,2016,0
3W,S AND J INDUSTRIES,2016,0
3W,S B TRADERS,2016,0
3W,S E ASIA CO,2016,0
LMV,S J TRAILORS,2016,0
LMV,"S M TRACTOR TRALERS, SHAHAPUR",2016,0
3W,S S GLOBAL,2016,0
3W,S.M. LTD.,2016,0
3W,S.P. ELECTRONICS,2016,0
3W,S.S.AGRO TECH,2016,0
3W,S.V AUTOMOTIVE,2016,212
3W,SAATHI TRADING CO,2016,0
3W,SAERA ELECTRIC AUTO PVT LTD,2016,1203
LMV,SAERA ELECTRIC AUTO PVT LTD,2016,0
MMV,SAERA ELECTRIC AUTO PVT LTD,2016,0
LMV,SAGAR AGRO INDUSTRIES,2016,0
3W,SAGAR FABRICATIONS,2016,0
3W,SAGAS AUTOTIC PVT LTD,2016,0
3W,SAHKAR AGRO IND,2016,0
3W,SAHNIANAND E VEHICLES PVT LTD,2016,0
2W,SAI SAMEER POWER ELECTRIC VEHICLES PVT LTD,2016,0
3W,SAIFIAN SOLAR PVT LTD,2016,0
3W,SAINIK CYCLE MART,2016,0
3W,SAKSHAM TECH AUTO,2016,0
3W,SAKSHAM TECH AUTOMOBILES,2016,0
3W,SAKSHAM TRADING COMPANY,2016,181
LMV,SAKTHI VIJAY INDUSTRIES,2016,0
LMV,SAKTHI VINAYAKA ENGINEERING WORKS,2016,0
2W,SAME DEUTZ - FAHR INDIA (P) LTD.,2016,1
3W,SAME DEUTZ - FAHR INDIA (P) LTD.,2016,1
3W,SAMEER ENGINEERING,2016,0
3W,SAMRAT ELECTRIC VEHICLE,2016,0
3W,SAN MOTORS LIMITED,2016,0
3W,SANCHAL AUTOMOBILES PVT LTD,2016,0
3W,SANT ENGG WORKS,2016,0
3W,SARAVANA ENGINEERING WORKS,2016,0
LMV,SARAVANA TRAILER,2016,0
3W,SAS MOTORS LTD.,2016,13
3W,SATHI MOTORS ELECTRIC VEHICLE PVT LTD,2016,0
3W,SAURYAA SHARYO CORPORATION,2016,4
2W,SBTEK E MOTO PVT LTD,2016,0
3W,SCOOTERS INDIA LTD,2016,0
3W,SEALION AUTOMOBILE PVT LTD,2016,0
2W,SEEKA E MOTORS PVT LTD,2016,0
3W,SEN AND PANDIT VOLTAGE CONTROL PVT LTD,2016,0
3W,SETH INDUSTRIAL CORPORATION,2016,0
3W,SETHJI INDUSTRIES,2016,0
3W,SF2 E VEHICLE PVT LTD,2016,0
3W,SGL INDUSTRIES,2016,0
3W,SGLLINE MOTORS PVT LTD,2016,0
MMV,SHAH AGRO ENGG WORKS,2016,0
3W,SHAILENDRA AUTOS PVT LTD,2016,0
3W,SHAKTI AUTO GREEN,2016,0
3W,SHAKTIMAN AGRO INDUSTRIES,2016,0
3W,SHALYA AUTO SALES PVT LTD,2016,0
3W,SHAMMI ELECTRONICS,2016,0
2W,SHEMA E- VEHCILE & SOLAR PVT LTD,2016,0
3W,SHERA ELECTRICAL AUTO PVT LTD,2016,12
3W,SHIGAN EVOLTZ LTD,2016,82
LMV,SHIGAN EVOLTZ LTD,2016,0
3W,SHINE METAL UDYOG PVT LTD,2016,0
3W,SHINE METAL UDYOG PVT LTD (UNIT- II),2016,0
3W,SHINME ELECTRICAL VEHICLE PVT LTD,2016,0
3W,SHIV ENTERPRISES,2016,0
3W,SHIV OM INDIA,2016,0
LMV,SHIV TRAILOR INDUSTRIES,2016,2
3W,SHIVA ENTERPRISES,2016,0
3W,SHIVGANGA ECOGREEN LLP,2016,0
3W,SHREE MARUTI NANDAN BUSINESSS (P) LTD,2016,0
3W,SHREE SIRIDI SAI MINERAL & EXPORTS PVT. LTD,2016,0
3W,SHREYA ENGINEERS,2016,0
LMV,SHRI ABIRAMI TRAILERS,2016,2
MMV,SHRI ABIRAMI TRAILERS,2016,1
LMV,SHRI ANGAMMAL ENGINEERING WORKS,2016,0
LMV,SHRI ARUPADAYAN TRAILERS,2016,1
3W,SHRI BALAJI ENTERPRISES,2016,0
LMV,SHRI BANASHANKARI ENG WORKS,2016,1
2W,SHRI BARSANA E-VEHICLES PVT LTD,2016,0
3W,SHRI BARSANA E-VEHICLES PVT LTD,2016,0
LMV,SHRI BARSANA E-VEHICLES PVT LTD,2016,0
3W,SHRI CHAMUNDI MOPEDS,2016,6
3W,SHRI CHINNAMMAN ENGG. WORKS    ,2016,1
LMV,SHRI CHINNAMMAN ENGG. WORKS    ,2016,0
LMV,SHRI DEVIKA TRAILERS,2016,1
LMV,SHRI GANAPATHY ENGG. WORKS,2016,1
LMV,SHRI GANESH TRAILER,2016,0
LMV,SHRI JYOTHI ENG. WORKS.,2016,1
LMV,SHRI KANAGA TRAILERS TANKAR,2016,1
LMV,SHRI KUMAR TRAILERS EQUIPMENTS,2016,0
LMV,SHRI LAKSHMI LATHE WORKS,2016,11
LMV,SHRI LAXMI ENGINEERING WORKS,2016,1
LMV,SHRI MODERN TRAILERS,2016,0
3W,SHRI NAMO ELECTRIC AUTOMOTIVE,2016,0
3W,SHRI RAM AUTO TECH PVT LTD,2016,469
3W,SHRI RAM AUTOMOBILES,2016,23
3W,SHRI RAM INDUSTRIES,2016,0
LMV,SHRI SAKTHI VINAYAKA TRAILERS,2016,0
3W,SHRI SHIVSHANKAR ENTERPRISES,2016,0
LMV,SHRI VAIRAMUTHU TRAILERS,2016,2
LMV,SHRI VENKATESHWARA TRAILOR,2016,0
3W,SHRIRAJ ELECTRIC VEHICLES,2016,0
3W,SHRIRAM ASTRAL MOTOR CO,2016,0
3W,SHUBHAM MANUFACTURER,2016,0
3W,SIARSA ELECTRICALS PVT LTD,2016,0
LMV,SIDHI DURGA ENGINEERING,2016,0
2W,SIMPLEENERGY PVT LTD,2016,0
LMV,SINDHU MOTORS,2016,1
3W,SINGH AUTOMOBILES,2016,0
3W,SINGHAL ENTERPRISES,2016,0
3W,SIRF INDIA VEHICLES PVT LTD,2016,0
3W,SITYOG ENGINEERING PVT LTD,2016,0
LMV,SIVA ENGINEERING WORKS,2016,1
LMV,SIVASAKTHI ENGINEERING WORKS,2016,1
3W,SIWACH STEEL PVT LTD,2016,24
3W,SIX SENSES AUTOMOTIVE PVT LTD,2016,0
3W,SKS AUTOMOBILES (I) PVT LTD,2016,0
3W,SKS TRADE INDIA PVT LTD,2016,0
LMV,SKS TRADE INDIA PVT LTD,2016,0
3W,SKYRIDE AUTOMOTIVE,2016,301
3W,SKYY RIDER ELECTRIC PRIVATE LIMITED,2016,0
2W,SMAP VEHICLES (IMPORTER: ELEGO MOTORS),2016,0
3W,SMART ELECTRO MOTORS,2016,0
3W,SMARTOMATIC VEHICLES PRIVATE LIMITED,2016,0
3W,SMITH MOTORS PVT LTD,2016,0
3W,SML ISUZU LTD,2016,1
LMV,SML ISUZU LTD,2016,4
MMV,SML ISUZU LTD,2016,0
3W,SN SOLAR ENERGY,2016,0
2W,SOKUDO ELECTRIC INDIA PVT LTD,2016,0
3W,SONI E VEHICLE PVT LTD,2016,41
LMV,SONI E VEHICLE PVT LTD,2016,0
3W,SONI E VEHICLES PVT LTD,2016,252
3W,SPEED AUTO TECH,2016,0
3W,SPEEDWAYS ELECTRIC,2016,0
3W,SPEEDWAYS ELECTRIC PVT LTD,2016,14
3W,SPEEGO VEHICLES CO PVT LTD,2016,33
3W,SPEEGO VEHICLES PVT. LTD,2016,287
3W,SRD RENEWABLES,2016,0
LMV,SRI RAMA TRAILERS,2016,0
3W,SRI SAI MARKETING,2016,1
2W,SRIVARU MOTORS PVT LTD,2016,0
3W,SSB INDISTRIES,2016,0
3W,SSEV ENTERPRISES PRIVATE LIMITED,2016,0
3W,SSV TECHNOLOGIES,2016,0
3W,STANDARD CORPORATION INDIA LTD,2016,0
3W,STAR BULL E MOTORS,2016,0
3W,STAR IGLOBAL AUTOMOTIVE PVT LTD,2016,0
3W,STAR INDUSTRIES,2016,0
3W,SUCCESSPATH MARKETING PVT LTD,2016,17
3W,SUDHRAJ ELECTRIC MOBILITY PVT. LTD.,2016,0
3W,SUGANJI RARA ELECTRIC VEHICLE PVT LTD,2016,0
2W,SUMEC CO LTD (IMPORTER: ROUTE & MARS EV LLP),2016,0
3W,SUMFONL AUTO TRADERS PVT LTD,2016,0
3W,SUN AUTO,2016,0
3W,SUN INDUSTRIES,2016,0
3W,SUN MOTORS,2016,3
3W,SUN MOTORS PVT LTD,2016,0
3W,SUN SHINE ENGINEERING WORKS,2016,1
3W,SUNANDA GREENTECH PVT LTD,2016,0
3W,SUNARIYA MOTORS PVT LTD,2016,0
3W,SUNKU AUTO LTD,2016,0
3W,SUNLECTRA AUTO,2016,0
3W,SUNSHINE TECHNOLOGIES,2016,0
3W,SUNULTRA POWER SOLUTIONS PVT LTD,2016,0
3W,SUPER METRO INDUSTRIES,2016,0
3W,SUPER POWER MOTORS,2016,0
2W,SUPERECO AUTOMOTIVE CO,2016,0
3W,SUPERECO AUTOMOTIVE CO,2016,8
3W,SUPERECO AUTOMOTIVE CO LLP,2016,1
3W,SUPERTECH EV LIMITED,2016,0
LMV,SUPERTECH EV LIMITED,2016,0
3W,SUPREME SALES AGENCY,2016,0
3W,SUPREME SMART POWER PVT LTD,2016,0
3W,SUPROVA ENTERPRISE,2016,0
3W,SURYA INTERNATIONAL,2016,0
LMV,SURYA TRAILORS AND TANKERS,2016,2
2W,SUZUKI MOTORCYCLE INDIA PVT LTD,2016,24
3W,SUZUKI MOTORCYCLE INDIA PVT LTD,2016,0
3W,SVS ENTERPRISES,2016,0
3W,SWADESHI INDUSTRIES,2016,0
3W,SWARNCHAKRA AUTOMOBILES PVT LTD,2016,0
3W,SWASTIK,2016,0
LMV,SWITCH MOBILITY AUTOMOTIVE LTD,2016,0
3W,SYNDICATE AUTO COMPONENTS,2016,0
3W,T U K INDUSTRIES,2016,0
3W,TAFE LIMITED,2016,0
LMV,TAFE LIMITED,2016,1
3W,TAMILNADU MOPEDS LTD,2016,0
3W,TAO POWER PRIVATE LIMITED,2016,0
3W,TARA MAA MACHINERY,2016,0
2W,TATA MOTORS LTD,2016,2
3W,TATA MOTORS LTD,2016,0
LMV,TATA MOTORS LTD,2016,10
MMV,TATA MOTORS LTD,2016,0
LMV,TATA MOTORS PASSENGER VEHICLES LTD,2016,0
LMV,TATA PASSENGER ELECTRIC MOBILITY LTD,2016,0
3W,TAURUS ELECTRIC VEHICLES,2016,0
3W,TEJASGREEN AUTOMOTIVE PVT LTD,2016,0
LMV,TELSA INC,2016,0
3W,TEREX CORPORATION,2016,15
3W,TERRA MOTORS INDIA PVT LTD,2016,64
LMV,TERRA MOTORS INDIA PVT LTD,2016,0
3W,THE COMMERCIAL MOTORS LIMITED,2016,0
LMV,THE COMMERCIAL MOTORS LIMITED,2016,0
3W,THE COMMERCIAL MOTORS PVT LTD,2016,0
2W,THUKRAL ELECTRIC BIKES PVT LTD,2016,0
3W,THUKRAL ELECTRIC BIKES PVT LTD,2016,1493
3W,TI CLEAN MOBILITY PVT LTD,2016,0
3W,TOP TEAM MACHINES PVT LTD,2016,14
2W,TORK MOTORS PVT LTD,2016,0
3W,TOYOTA KIRLOSKAR MOTOR PVT LTD,2016,0
LMV,TOYOTA KIRLOSKAR MOTOR PVT LTD,2016,24
LMV,TOYOTA MATERIAL HANDLING INDIA PVT LTD,2016,0
3W,TRANSVAHAN TECHNOLOGIES INDIA PVT LTD,2016,0
3W,TRINITY ELECTRIC VEHICLES PVT LTD,2016,0
3W,TRISHIKA INDUSTRIES,2016,0
3W,TRUPART AUTOMOTIVE INDIA PVT LTD,2016,0
3W,TRUZ INDUSTRIES,2016,0
3W,TSM ENGINEERING PVT LTD,2016,5
3W,TSR TRADE COM,2016,0
3W,TUFAN MOTORS PVT LTD,2016,0
2W,TUNWAL E MOTORS PVT LTD,2016,0
2W,TVS MOTOR COMPANY LTD,2016,171
3W,TVS MOTOR COMPANY LTD,2016,6
3W,TWASHTRE AUTOMOTIVE PVT LTD,2016,0
3W,TWINKLE TRADCOM PVT LTD,2016,4
3W,TWO FRIENDS AUTO ELECTRIC CO,2016,0
2W,TYST DRIVE INDIA PVT LTD,2016,0
3W,U P TELELINKS LTD,2016,210
3W,U V MOTORS INDIA PVT LTD,2016,0
3W,U.P. TELELINKS LIMITED,2016,299
LMV,U.P. TELELINKS LIMITED,2016,0
2W,ULTRAVIOLETTE AUTOMOTIVE PVT LTD,2016,0
3W,UMA  AUTO INDUSTRIES PVT. LTD,2016,3
3W,UMA AUTO INDUSTRIES PVT LTD,2016,1
3W,UMA MOTORS,2016,0
3W,UNIC,2016,0
3W,UNICORN DIGITAL SYSTEMS PVT LTD,2016,0
3W,UNIQUE AUTO ELECTRIC,2016,0
3W,UNIQUE ENTERPRISES,2016,0
3W,UNIQUE INTERNATIONAL,2016,0
LMV,UNIQUE INTERNATIONAL,2016,0
3W,UNITED AUTO TRACTORS LTD      ,2016,1
3W,UNITED TRANSMOVERS PVT LTD,2016,0
3W,UNIVERSAL LTD,2016,0
3W,URWASHI ENTERPRISES,2016,0
3W,USHASONS AUTO COMPONENTS,2016,0
3W,V V A ELECTRIC VEHICLE,2016,36
3W,V.T. ENGINEERING,2016,0
3W,V.T.ENGINEERING,2016,0
3W,V.V.A.AUTO INDUSTRIES PVT.LTD,2016,6
3W,VAHAK FUTURE SOLUTIONS LLP,2016,0
3W,VANI ELECTRIC VEHICLES PVT LTD,2016,0
3W,VARIOUS INNOVATIVE SYSTEMS HYBRID NANO UTILITIES,2016,0
3W,VAUXHALL MOTORS LTD,2016,1
3W,VE COMMERCIAL VEHICLES LTD,2016,9
LMV,VE COMMERCIAL VEHICLES LTD,2016,0
MMV,VE COMMERCIAL VEHICLES LTD,2016,0
3W,VEANCO AUTOMOTIVES PVT LTD,2016,0
LMV,VEANCO AUTOMOTIVES PVT LTD,2016,0
3W,VEECTERO E VEHICLES LLP,2016,0
MMV,VEERA VAHANA UDYOG PRIVATE LIMITED,2016,0
3W,VEHICLE FACTORY JABALPUR,2016,5
3W,VENUS AUTO INDUSTRIES         ,2016,2
3W,VENUS AUTO WHEELS PVT LTD,2016,1
3W,VGLAN BUILDCON PRIVATE LIMITED,2016,4
3W,VGLAN BUILDCON PVT LTD,2016,4
LMV,VGLAN BUILDCON PVT LTD,2016,0
3W,VIBGYOR  VEHICLES LIMITED,2016,0
3W,VICTOR AGRO INDUSTRIES,2016,49
LMV,VICTOR AGRO INDUSTRIES,2016,0
3W,VICTORIA E VEHICLES PVT. LTD,2016,0
3W,VICTORY ELECTRIC INTERNATIONAL,2016,846
LMV,VICTORY ELECTRIC INTERNATIONAL,2016,2
3W,VIJAYA ELECTRIC AUTO PVT LTD,2016,0
3W,VIJAYALAKSHIMI ENGG WORKS,2016,0
3W,VIJAYS COOLMAX PRIVATE LIMITED,2016,0
3W,VIJAYSHREE AUTOCOM LIMITED,2016,0
3W,VIJEX STEEL FABRICATION,2016,0
3W,VIMAL UNIVERSAL TRADE PVT LTD,2016,0
LMV,VINAYAK INDUSTRIES,2016,0
3W,VINCI INDUSTRIAL CORPORATION,2016,0
2W,VINTAGE VEHICLES,2016,0
3W,VISHAL ENTERPRISES,2016,0
3W,VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,2016,0
3W,VISHWAKARMA GNG INDUSTRY,2016,0
3W,VISHWARUP ENTERPRISE,2016,0
LMV,VISHWAS TRAILER WELD WORK,2016,0
3W,VITAN JAGADA AUTOMOBILE PVT LTD,2016,0
3W,VOLKSWAGEN INDIA PVT LTD,2016,1
LMV,VOLKSWAGEN INDIA PVT LTD,2016,2
3W,VOLMAC ENGINEERING PVT LTD,2016,3
3W,VOLTAIC INDUSTRIES PVT LTD,2016,0
LMV,VOLTAS LIMITED,2016,2
LMV,VOLVO AUTO INDIA PVT LTD,2016,0
3W,VORC MOTORS PVT LTD,2016,0
3W,VRINDA ENTERPRISES,2016,6
3W,VSL INDUSTRIES,2016,0
3W,VVA AUTO INDUSTRIES PVT LTD,2016,77
2W,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,2016,0
3W,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,2016,0
LMV,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,2016,0
2W,WARIVO MOTOR INDIA PVT LTD,2016,0
3W,WASAN E-MOBILITY SOLUTIONS PVT LTD,2016,0
3W,WELCOME E RICKSHAW,2016,1
3W,WELKIN HEALTHCARE PVT LTD,2016,0
2W,WHITE CARBON MOTORS PVT LTD,2016,0
MMV,WIRTGEN INDIA PVT LTD,2016,0
3W,WOX COOLERS PVT LTD,2016,0
2W,WUXI DONGMA (IMPORTER: DYNAM PRECISION),2016,0
2W,WUXI JIYAYI (IMPORTER: IZANAU ELECTRIC LLP),2016,0
2W,WUXI MAYA (IMPORTER: DYNAMO ELECTRIC P. LTD.),2016,0
2W,WUXI NOOMA (IMPORTER: KKL HITECH EV),2016,0
2W,WUXI NOOMA (IMPORTER: SMARTNK  ELECTRIC VEHICLE),2016,0
2W,WUXI SAIGE (IMPORTER: DM GREEN ENERGY),2016,0
3W,WUXI SAIGE (IMPORTER: DM GREEN ENERGY),2016,0
2W,WUXI SAIGE (IMPORTER: ELECTRO-TECH),2016,0
2W,WUXI SAIGE (IMPORTER: E-VISHWA ELECTOBIKE),2016,0
2W,WUXI SAIGE (IMPORTER: NGAGE IMPEX),2016,0
2W,WUXI SAIGE (IMPORTER: WARIVO MOTOR),2016,0
2W,WUXI SAIGE (IMPORTER: ZELIO AUTO PVT.LTD.),2016,0
2W,WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),2016,0
2W,WUXI SAIGE ELECTRIC (IMPORTER: GLORIOUS DIGITAL),2016,0
2W,WUXI SHENGBAO (IMPORTER:ELECTRIC ONE ENERGY),2016,0
2W,WUXI SHENGBAO (IMPORTER:SHEMA E-VEHICLE),2016,0
2W,WUXI TENGHUI (IMPORTER: BOHRE ELECTRIC),2016,0
2W,WUXI TENGHUI (IMPORTER: FEZORA INDIA),2016,0
2W,WUXI TENGHUI (IMPORTER: FLYCON MOTORS),2016,0
2W,WUXI TENGHUI (IMPORTER: FRANKLIN EV INDIA),2016,0
2W,WUXI TENGHUI (IMPORTER: HOP ELECTRIC MOBILITY),2016,0
2W,WUXI TENGHUI (IMPORTER: JAIDKA POWER),2016,0
2W,WUXI TENGHUI (IMPORTER: JOZHI SERVICES),2016,0
2W,WUXI TENGHUI (IMPORTER: RADHA MOBILITIES LLP),2016,0
2W,WUXI TENGHUI (IMPORTER: REMARK ELECTRIC),2016,0
2W,WUXI TENGHUI (IMPORTER: SEEKA E MOTORS),2016,0
2W,WUXI TENGHUI INTERNATIONAL (IMPORTER: FEZORA),2016,0
2W,WUXI TENGHUI INTERNATIONAL (IMPORTER: FRANKLIN EV),2016,0
2W,WUXI TOURWE (IMPORTER: GOREEN E-MOBILITY),2016,0
3W,XPLORE AUTOMOTIVE PVT LTD,2016,42
3W,XXPLORE AUTOMATIVE PVT LTD,2016,31
3W,XXPLORE AUTOMOTIVE PVT. LIMITED,2016,22
3W,Y.C.ELECTRIC VEHICLE,2016,3348
3W,YAARI AUTOMOBILES PVT LTD,2016,0
2W,YANGGUANG LINGMU (IMPORTER: DAWNGATE BUSINESS),2016,0
2W,YANGGUANG LINGMU (IMPORTER: DURGA FILTERS),2016,0
2W,YANGGUANG LINGMU (IMPORTER: ECOINDIA),2016,0
2W,YANGGUANG LINGMU (IMPORTER: FLYCON MOTORS),2016,0
2W,YANGGUANG LINGMU (IMPORTER: REMARK ELECTRIC),2016,0
2W,YANGGUANG LINGMU (IMPORTER: XWLS ELECTRIC),2016,0
3W,YC ELECTRIC VEHICLE,2016,1665
LMV,YC ELECTRIC VEHICLE,2016,0
3W,YC ELECTRIC VEHICLE PVT LTD,2016,0
3W,YEZDI MOTORS LTD,2016,0
2W,YOUYAKU ELECTRIC (IMPORTER: HOUSTAN INNOVATION),2016,0
2W,YOUYAKU ELECTRIC (IMPORTER: SASDAL ENTERPRISES),2016,0
2W,YOUYAKU ELECTRIC (IMPORTER: SHEMA E-VEHICLE),2016,0
2W,YOUYAKU ELECTRIC (IMPORTER: SMOBILITY EV),2016,0
2W,YOUYAKU ELECTRIC (IMPORTER: TVISI ELECTRIC),2016,0
2W,YOUYAKU ELECTRIC (IMPORTER:IME VEHICLES PVT LTD),2016,0
2W,YOUYAKU ELECTRIC (IMPORTER:KRISHIKA EV INDIA),2016,0
2W,YOUYAKU ELECTRIC (IMPORTER:NEWTRON ELECTRIC),2016,0
2W,YOUYAKU ELECTRIC (IMPORTER:ONZO EV),2016,0
3W,YUVRAJ INTERNATIONAL,2016,0
